utt_0000 | U do‘kondan non sotib oldi. | u do‘kondan non sotib oldi.
utt_8885 | bir yuz yetti davlatdan tashrif buyurgan uch mingga yaqin sportchilar sportning yetti turi va o‘n besh ko‘rinishida medallar shodasi uchun kurashga kirishishadi. | bir yuz yetti davlatdan tashrif buyurgan uch mingga yaqin sportchilar sportning yetti turi va o‘n besh ko‘rinishida medallar shodasi uchun kurashga kirishishadi.
utt_8886 | to'qqizinchi fevral kungi bahslarda olti ta medallar shodasi o‘z egalarini topadi. | toʻqqizinchi fevral kungi bahslarda olti ta medallar shodasi o‘z egalarini topadi.
utt_8887 | Bizning UNO qahvaxonamiz o‘z ishini davom ettirmoqda va yetkazib berish xizmatimiz har doimgiday Sizni mazali taomlar bilan xursand qilishga shay. | bizning uno qahvaxonamiz o‘z ishini davom ettirmoqda va yetkazib berish xizmatimiz har doimgiday sizni mazali taomlar bilan xursand qilishga shay.
utt_8888 | So‘nggi turda yaxshigina omad hisobiga keyingi bosqichga chiqib olgan Tottenhemga qur'ada ham tole kulib boqdi, deb bemalol aytish mumkin. | so‘nggi turda yaxshigina omad hisobiga keyingi bosqichga chiqib olgan tottenhemga qurʻada ham tole kulib boqdi, deb bemalol aytish mumkin.
utt_8889 | Qonun imzolanganidan so‘ng bu boradagi targ‘ibot ishlarini kuchaytiramiz, - deydi Sog‘liqni saqlash vaziri Alisher Shodmonov. | qonun imzolanganidan so‘ng bu boradagi targ‘ibot ishlarini kuchaytiramiz, - deydi sog‘liqni saqlash vaziri alisher shodmonov.
utt_8890 | Finlyandiya hukumatining yangi tarkibi a’zolari - Ta’lim vaziri Li Andersson, Ichki ishlar vaziri Mariya Oxisalo, bosh vazir Sanna Marin va Moliya vaziri Katri Kulmuni Xelsinkida matbuot anjumanida ishtirok etmoqda. | finlyandiya hukumatining yangi tarkibi aʻzolari - taʻlim vaziri li andersson, ichki ishlar vaziri mariya oxisalo, bosh vazir sanna marin va moliya vaziri katri kulmuni xelsinkida matbuot anjumanida ishtirok etmoqda.
utt_8891 | Shahzoda Matchonova dekabr oyining issiq boshlanganidan xursand. | shahzoda matchonova dekabr oyining issiq boshlanganidan xursand.
utt_8892 | Tug‘ilganida Amina deb ism qo‘yilganiga qaramay, yuzida kulgichi borligi sabab qizaloqni Dimpl deb chaqirishgan. | tug‘ilganida amina deb ism qo‘yilganiga qaramay, yuzida kulgichi borligi sabab qizaloqni dimpl deb chaqirishgan.
utt_8893 | Alisher Shodmonovning ta'kidicha, sog‘lom turmush tarzini olib borishda piyoda yurishning ahamiyati katta. | alisher shodmonovning taʻkidicha, sog‘lom turmush tarzini olib borishda piyoda yurishning ahamiyati katta.
utt_8894 | o'n to'qqizinchi aprel kuni qurultoyning kulminatsiyasi bo‘lgan - unda SSSR yetakchisi Nikita Xrushchyov so‘zga chiqqan. | oʻn toʻqqizinchi aprel kuni qurultoyning kulminatsiyasi bo‘lgan - unda sssr yetakchisi nikita xrushchyov so‘zga chiqqan.
utt_8895 | Davlat rahbari Surxondaryo viloyatiga safari davomida Angor tumanidagi Zang gilambob qishlog‘ida Shodi bobo xonadonida bo‘lgandi. | davlat rahbari surxondaryo viloyatiga safari davomida angor tumanidagi zang gilambob qishlog‘ida shodi bobo xonadonida bo‘lgandi.
utt_8896 | oltmish birinchi daqiqada Dilshod Rahmatullayev hisobni ochgan bo‘lsa, to‘qqiz yuz uch. | oltmish birinchi daqiqada dilshod rahmatullayev hisobni ochgan bo‘lsa, to‘qqiz yuz uch.
utt_8897 | Uning ezgu niyatidan xabar topgan polisiyachilar Keyjni xursand qilish maqsadida ozlari bilan birga patrulga olib chiqishdi. | uning ezgu niyatidan xabar topgan polisiyachilar keyjni xursand qilish maqsadida ozlari bilan birga patrulga olib chiqishdi.
utt_8898 | Endi esa hikoyamizning kuliminatsion nuqtasiga kelamiz. | endi esa hikoyamizning kuliminatsion nuqtasiga kelamiz.
utt_8899 | U bunga qadar juda ko‘p davlatlarda bo‘lgani, lekin o‘zbek milliy taomlarining mazasi boshqalarnikidan butkul farqlanishini ta'kidlagan. | u bunga qadar juda ko‘p davlatlarda bo‘lgani, lekin o‘zbek milliy taomlarining mazasi boshqalarnikidan butkul farqlanishini taʻkidlagan.
utt_8900 | Rossiya bosh shtabi boshlig‘iga ko‘ra, general Suxel va besh-ko‘ngilli korpus qo‘shinlari Dayr az-Zavr viloyatida jangarilarni butkul yakson qildi. | rossiya bosh shtabi boshlig‘iga ko‘ra, general suxel va besh-ko‘ngilli korpus qo‘shinlari dayr az-zavr viloyatida jangarilarni butkul yakson qildi.
utt_8901 | httpsyoutu. bed1ySix0L0UA Videolavhada ulkan yirtqich akula aholi turar-joylari yaqinida suzib yurgani ko‘rinib turadi. | httpsyoutu. bedbirysixnollnolua videolavhada ulkan yirtqich akula aholi turar-joylari yaqinida suzib yurgani ko‘rinib turadi.
utt_8902 | Juda og‘ir, lekin buni yengib o‘taman, axir men baxtliman - mana men nimani nazarda tutyapman. | juda og‘ir, lekin buni yengib o‘taman, axir men baxtliman - mana men nimani nazarda tutyapman.
utt_8903 | Oriqlik va ko‘p sonli limfa tugunlari kasallanishi va mushaklarda psevdotuberkulez jarayoni aniqlanganida, so‘yilgan hayvon va ichki a’zolarini utilizatsiyaga yuboriladi. | oriqlik va ko‘p sonli limfa tugunlari kasallanishi va mushaklarda psevdotuberkulez jarayoni aniqlanganida, so‘yilgan hayvon va ichki aʻzolarini utilizatsiyaga yuboriladi.
utt_8904 | Kompozitsiya, aslida, ma'lum bir asardagi kulminatsion nuqta, ya'ni eng hayajonli, ta'sirlantiradigan voqea asosida yaratiladi. | kompozitsiya, aslida, maʻlum bir asardagi kulminatsion nuqta, yaʻni eng hayajonli, taʻsirlantiradigan voqea asosida yaratiladi.
utt_8905 | Ramazon hayiti munosabati bilan qarindosh va qo‘shnilarini mehmondorchilikka chaqirib, ularning farzandlarini xursand qilish maqsadida ustidan pul sochgan. | ramazon hayiti munosabati bilan qarindosh va qo‘shnilarini mehmondorchilikka chaqirib, ularning farzandlarini xursand qilish maqsadida ustidan pul sochgan.
utt_8906 | Yakunda shuni aytishni istardimki, bizni O‘zbekiston qardosh xalqi juda iliq va xursandchilik bilan kutib olyapti. | yakunda shuni aytishni istardimki, bizni o‘zbekiston qardosh xalqi juda iliq va xursandchilik bilan kutib olyapti.
utt_8907 | Ammanda talabalarga ish topish mushkul, chunki ishga olish shartlari eng kamida arab va ingliz tilini yaxshi bilishdan boshlanadi. | ammanda talabalarga ish topish mushkul, chunki ishga olish shartlari eng kamida arab va ingliz tilini yaxshi bilishdan boshlanadi.
utt_8908 | Harbiy libos kiygan kuni bu dunyoda mendan baxtli inson yo‘q edi. | harbiy libos kiygan kuni bu dunyoda mendan baxtli inson yo‘q edi.
utt_8909 | Avvalroq sog‘liqni saqlash vaziri Alisher Shodmonov koronavirusga qarshi kurash masalasida O‘zbekistonga kelgan germaniyalik mutaxassislar bilan muloqot o‘tkazgani xabar berilgan edi. | avvalroq sog‘liqni saqlash vaziri alisher shodmonov koronavirusga qarshi kurash masalasida o‘zbekistonga kelgan germaniyalik mutaxassislar bilan muloqot o‘tkazgani xabar berilgan edi.
utt_8910 | Lekin farzand ko‘rdim baxtli bo‘ldim, ota-onam hayotlar, baxtliman, hamma narsam yetarli, bu dunyodan armonim yo‘q, Alloh to‘la-to‘kis baxtli inson qildi. | lekin farzand ko‘rdim baxtli bo‘ldim, ota-onam hayotlar, baxtliman, hamma narsam yetarli, bu dunyodan armonim yo‘q, alloh to‘la-to‘kis baxtli inson qildi.
utt_8911 | Bu nufuzli sovrinni qo‘lga kiritganimdan judayam xursandman”, - deydi Saloh taqdirlash marosimidan so‘ng. | bu nufuzli sovrinni qo‘lga kiritganimdan judayam xursandman, - deydi saloh taqdirlash marosimidan so‘ng.
utt_8912 | Biz bilan ulashgan baxtiyorligingiz, samimiy orzular, o‘yin-kulgiga bo‘lgan ehtiros uchun rahmat. | biz bilan ulashgan baxtiyorligingiz, samimiy orzular, o‘yin-kulgiga bo‘lgan ehtiros uchun rahmat.
utt_8913 | Barselona ta'qibchi bilan farq oshganidan, Real esa ikkinchi o‘ringa chiqib olish imkoni paydo bo‘lganidan xursand bo‘lishi mumkin. | barselona taʻqibchi bilan farq oshganidan, real esa ikkinchi o‘ringa chiqib olish imkoni paydo bo‘lganidan xursand bo‘lishi mumkin.
utt_8914 | Uning so‘zlariga ko‘ra, butun qish davomida Yupiter tungi osmonda ko‘rinib turgan, sakkiz-mart kuni esa ushbu davrning kulminatsiyasi kuzatiladi. | uning so‘zlariga ko‘ra, butun qish davomida yupiter tungi osmonda ko‘rinib turgan, sakkiz-mart kuni esa ushbu davrning kulminatsiyasi kuzatiladi.
utt_8916 | Tovar bilan birga xaridorga do‘kon raqami nomi, sotilgan sana, artikul, nav, narx yoki belgilangan rekvizitli to‘langan chek majburiy tartibda beriladi. | tovar bilan birga xaridorga do‘kon raqami nomi, sotilgan sana, artikul, nav, narx yoki belgilangan rekvizitli to‘langan chek majburiy tartibda beriladi.
utt_8917 | “Qandaydir sababga ko‘ra, Apple o‘zining azaliy raqibi ustidan kulmoqchi bo‘ldi. | qandaydir sababga ko‘ra, apple o‘zining azaliy raqibi ustidan kulmoqchi bo‘ldi.
utt_8918 | “Amerika Qo‘shma Shtatlarida siz, qadrli yurtdoshlarimiz bilan uchrashib turganimdan bag‘oyat xursandman, - degan davlat rahbari. | amerika qo‘shma shtatlarida siz, qadrli yurtdoshlarimiz bilan uchrashib turganimdan bag‘oyat xursandman, - degan davlat rahbari.
utt_8919 | Xalqqa xizmat qilayotganimdan xursandman, deydi ko‘mir yuklovchi Sardor Rahimov. | xalqqa xizmat qilayotganimdan xursandman, deydi ko‘mir yuklovchi sardor rahimov.
utt_8920 | ikki ming o'n sakkizinchi yilda Instagram foydalanuvchilari eng ko‘p Yaponiyadagi Disneylend surati ostiga baxtli smayliklar qoldirgan. | ikki ming oʻn sakkizinchi yilda instagram foydalanuvchilari eng ko‘p yaponiyadagi disneylend surati ostiga baxtli smayliklar qoldirgan.
utt_8921 | Favqulodda xizmatlar fuqarolik aviatsiyasi boshqarmasiga vulqon kuli tarqashi tufayli parvozlarni taqiqlashni tavsiya qilgan. | favqulodda xizmatlar fuqarolik aviatsiyasi boshqarmasiga vulqon kuli tarqashi tufayli parvozlarni taqiqlashni tavsiya qilgan.
utt_8922 | Uyni sotishga rozilik bermaganim uchungina boshimga shuncha kulfat tushmoqda”, - dedi Dehqonboyeva. | uyni sotishga rozilik bermaganim uchungina boshimga shuncha kulfat tushmoqda, - dedi dehqonboyeva.
utt_8923 | Keyingi besh yilda mamlakatda butkul yangi - davlat idoralari va tashkilotlarining matbuot kotiblari instituti shakllangan bo‘lib, ularga keng vakolat va imkoniyatlar taqdim etilgani alohida qayd etildi. | keyingi besh yilda mamlakatda butkul yangi - davlat idoralari va tashkilotlarining matbuot kotiblari instituti shakllangan bo‘lib, ularga keng vakolat va imkoniyatlar taqdim etilgani alohida qayd etildi.
utt_8924 | Kimdir Zinedin Zidanga o‘xshashni istayman desa judayam xursand bo‘laman”. | kimdir zinedin zidanga o‘xshashni istayman desa judayam xursand bo‘laman.
utt_8925 | Qandim guruhi, Xovuzak va Shodi konlarini to‘g‘ridan to‘g‘rixorijiy investitsiyalarni jalb etgan holda mahsulotni taqsimlash to‘g‘risidagi bitim shartlari asosida o‘zlashtirish maqsadida bir. | qandim guruhi, xovuzak va shodi konlarini to‘g‘ridan to‘g‘rixorijiy investitsiyalarni jalb etgan holda mahsulotni taqsimlash to‘g‘risidagi bitim shartlari asosida o‘zlashtirish maqsadida bir.
utt_8926 | Mirzo Ulug‘bek nomidagi O‘zbekiston Milliy universiteti O‘zbek filologiyasi fakulteti talabalari tomonidan tashkil etilgan Alisher Navoiy hayoti va ijodiga bag‘ishlangan sayt rasman ish boshladi. | mirzo ulug‘bek nomidagi o‘zbekiston milliy universiteti o‘zbek filologiyasi fakulteti talabalari tomonidan tashkil etilgan alisher navoiy hayoti va ijodiga bag‘ishlangan sayt rasman ish boshladi.
utt_8927 | Dinidan qati nazar, barcha hindistonlik ayollar bizni xursandchilik bilan qollab-quvvatlamoqda” , deb mazkur qarorga izoh berdi ijtimoiy tashkilotlardan birining vakilasi bolgan Zakiya Soman. | dinidan qati nazar, barcha hindistonlik ayollar bizni xursandchilik bilan qollab-quvvatlamoqda , deb mazkur qarorga izoh berdi ijtimoiy tashkilotlardan birining vakilasi bolgan zakiya soman.
utt_8928 | Tabiiyki, bunday oilada sport yulduzining yetishishi biroz mushkulroq. | tabiiyki, bunday oilada sport yulduzining yetishishi biroz mushkulroq.
utt_8929 | Ko‘rgazmani tashkil qilish bir yuz ellik olti million dollarga tushdi, u odamlarni akulalarning zaifligi va ularni himoya qilish usullari haqida xabardor qilishga qaratilgan. | ko‘rgazmani tashkil qilish bir yuz ellik olti million dollarga tushdi, u odamlarni akulalarning zaifligi va ularni himoya qilish usullari haqida xabardor qilishga qaratilgan.
utt_8930 | Mahalliy “La Nuova Sicilia” nashrining malum qilishcha, kecha kechqurun bu erda to‘rt ming besh yuz metr balandlikkacha kotarilgan quyuq tutun va kuldan iborat ustun hosil bolgan. | mahalliy “la nuova sicilia” nashrining malum qilishcha, kecha kechqurun bu erda to‘rt ming besh yuz metr balandlikkacha kotarilgan quyuq tutun va kuldan iborat ustun hosil bolgan.
utt_8931 | El-yurtimiz turli sinov va qiyinchiliklardan yanada kuchli va qudratli bo‘lib o‘tgan holda, muqaddas Ramazon hayitini ertangi kunga katta ishonch va xursandchilik bilan kutib olmoqda. | el-yurtimiz turli sinov va qiyinchiliklardan yanada kuchli va qudratli bo‘lib o‘tgan holda, muqaddas ramazon hayitini ertangi kunga katta ishonch va xursandchilik bilan kutib olmoqda.
utt_8932 | Qanchalik kulgili va bir tarafdan qanchalik havas qilarli ko'rinmasin, ikkinchi sinf matematika darsligida bir sutka kamida o‘ttiz uch soat deb yozildi. | qanchalik kulgili va bir tarafdan qanchalik havas qilarli koʻrinmasin, ikkinchi sinf matematika darsligida bir sutka kamida o‘ttiz uch soat deb yozildi.
utt_8933 | Bunday vaziyatda diqqinafas bo‘lgan transport egalari harakatni nazorat qilishlari biroz mushkul bo‘lyapti. | bunday vaziyatda diqqinafas bo‘lgan transport egalari harakatni nazorat qilishlari biroz mushkul bo‘lyapti.
utt_8934 | Bu masalani ijobiy hal etish, hisoblagichlar o‘rnatib, tegishli tartibda rasmiylashtirish nahotki shunchalar mushkul bo‘lsa?!. | bu masalani ijobiy hal etish, hisoblagichlar o‘rnatib, tegishli tartibda rasmiylashtirish nahotki shunchalar mushkul bo‘lsa?!.
utt_8935 | “Bekorga kulyapsiz, - so‘zida davom etdi Putin. | bekorga kulyapsiz, - so‘zida davom etdi putin.
utt_8936 | Kompaniyada ta'kidlanishicha, niqobda siklodekstrin va to‘rtlamchi ammiak molekulalari hisobiga virusni o‘ldiruvchi mato qatlami qo‘llangan. | kompaniyada taʻkidlanishicha, niqobda siklodekstrin va to‘rtlamchi ammiak molekulalari hisobiga virusni o‘ldiruvchi mato qatlami qo‘llangan.
utt_8937 | ‘Dunyoning qayerida yashasam ham qornim to‘q bo‘lsa bo‘ldi’, deb yashaydigan kosmopolitik qarash egalariga bu masala, albatta, kulgilidir. | ‘dunyoning qayerida yashasam ham qornim to‘q bo‘lsa bo‘ldiʻ, deb yashaydigan kosmopolitik qarash egalariga bu masala, albatta, kulgilidir.
utt_8938 | Said Abdulla “Men Xivaning so‘nggi xoni Said Abdulla va uning yaqin qarindoshlari taqdiriga bag‘ishlangan ‘Sharqdan shamol’ nomli kitobni tugatganimdan xursandman. | said abdulla men xivaning so‘nggi xoni said abdulla va uning yaqin qarindoshlari taqdiriga bag‘ishlangan ‘sharqdan shamolʻ nomli kitobni tugatganimdan xursandman.
utt_8939 | Gaz uzatishni tiklaganimizda u yerdagi xalq, iste'molchilar qanchalik xursand bo‘lganini hech qachon yashirishmaydi. | gaz uzatishni tiklaganimizda u yerdagi xalq, isteʻmolchilar qanchalik xursand bo‘lganini hech qachon yashirishmaydi.
utt_8940 | Uyingizni tartibga keltiring Ishonchimiz komilki, sport bilan shug‘ullanishga har-doim ham vaqt topavermaysiz, qolaversa uy sharoitida sport bilan shug‘ullanish ayniqsa mushkul masala. | uyingizni tartibga keltiring ishonchimiz komilki, sport bilan shug‘ullanishga har-doim ham vaqt topavermaysiz, qolaversa uy sharoitida sport bilan shug‘ullanish ayniqsa mushkul masala.
utt_8941 | O‘sha kunda olinishi kerak bo‘lgan narsadan mahrum qilish bilan esa bolaning tiklab bo‘lmas huquqi buzilishiga yo‘l qo‘yiladi, deya Dilshod Normatovning so‘zlarini keltirmoqda Kun. uz muxbiri. | o‘sha kunda olinishi kerak bo‘lgan narsadan mahrum qilish bilan esa bolaning tiklab bo‘lmas huquqi buzilishiga yo‘l qo‘yiladi, deya dilshod normatovning so‘zlarini keltirmoqda kun. uz muxbiri.
utt_8942 | O‘ydim-chuqur ko‘chalar bo‘ylab borarkanmiz, yo‘llarda odamlarning qo‘lidagi mobil qurilmalarga Prezident kortejini tasvirga tushirayotganini ko‘rdik, ularning yuzidagi xursandchilikni sezdik. | o‘ydim-chuqur ko‘chalar bo‘ylab borarkanmiz, yo‘llarda odamlarning qo‘lidagi mobil qurilmalarga prezident kortejini tasvirga tushirayotganini ko‘rdik, ularning yuzidagi xursandchilikni sezdik.
utt_8943 | Shuningdek, u tomirlarda modda almashinuvini yaxshilaydi va soch follikulalarining oziqlanishini ta'minlashda yordam beradi. | shuningdek, u tomirlarda modda almashinuvini yaxshilaydi va soch follikulalarining oziqlanishini taʻminlashda yordam beradi.
utt_8944 | Muxlislar kutgan o‘yinni ko‘rsatish uchun ikki ming yigirma yilda borimizni berib, maydonga tushib, oldingi yillardan ham ko‘proq xursand qilamiz, yaxshi natijalarni qo‘lga kiritamiz. | muxlislar kutgan o‘yinni ko‘rsatish uchun ikki ming yigirma yilda borimizni berib, maydonga tushib, oldingi yillardan ham ko‘proq xursand qilamiz, yaxshi natijalarni qo‘lga kiritamiz.
utt_8945 | Shanxay hamkorlik tashkilotiga a'zo davlatlar Janubiy-Sharqiy Osiyo davlatlari Assotsiatsiyasi JShODA-ASEAN bilan hamkorlikni rivojlantirishdan manfaatdordir. | shanxay hamkorlik tashkilotiga aʻzo davlatlar janubiy-sharqiy osiyo davlatlari assotsiatsiyasi jshoda-asean bilan hamkorlikni rivojlantirishdan manfaatdordir.
utt_8946 | Balki bugungi quvonchli ayyomda bunday noxush holatlarni eslash joiz emasdir. | balki bugungi quvonchli ayyomda bunday noxush holatlarni eslash joiz emasdir.
utt_8947 | Yaxshi niyat bilan Toshkent davlat universitetining jurnalistika fakultetiga kirib o‘qidim. | yaxshi niyat bilan toshkent davlat universitetining jurnalistika fakultetiga kirib o‘qidim.
utt_8948 | Albatta bu gap birinchi marta quloqqa chalinganda ko‘plab muxlislar, mutaxassislar kulgan bo‘lishi mumkin. | albatta bu gap birinchi marta quloqqa chalinganda ko‘plab muxlislar, mutaxassislar kulgan bo‘lishi mumkin.
utt_8949 | Politsiyachilar sevib iste’mol qiladigan kulchalar uchun joy yo‘q, sheriklar orasidagi o‘rindiqlar esa bir-biriga juda yaqin joylashgan. | politsiyachilar sevib isteʻmol qiladigan kulchalar uchun joy yo‘q, sheriklar orasidagi o‘rindiqlar esa bir-biriga juda yaqin joylashgan.
utt_8950 | Nindzya-akula yorqin ranglarda tovlana oladi, to‘q rangli terisi suv ostida ko‘rinmaydi ham. | nindzya-akula yorqin ranglarda tovlana oladi, to‘q rangli terisi suv ostida ko‘rinmaydi ham.
utt_8951 | Bu ish bir tomondan yaxshi - ertaga ulg‘ayganida bolalikdagi rasmlarini ko‘rib xursand bo‘ladi. | bu ish bir tomondan yaxshi - ertaga ulg‘ayganida bolalikdagi rasmlarini ko‘rib xursand bo‘ladi.
utt_8952 | Vaziyatlar borligidan xursandman, lekin gol bo‘lmadi, shundan xafaman. | vaziyatlar borligidan xursandman, lekin gol bo‘lmadi, shundan xafaman.
utt_8953 | “Kambag‘al kishilar talabini bajarish juda mushkul. | kambag‘al kishilar talabini bajarish juda mushkul.
utt_8954 | Shundan so‘ng Sog‘liqni saqlash vaziri Alisher Shodmonov Sergey Tobiasni “Sog‘liqni saqlash a’lochisi” ko‘krak nishoni bilan taqdirlagan. | shundan so‘ng sog‘liqni saqlash vaziri alisher shodmonov sergey tobiasni “sog‘liqni saqlash aʻlochisi” ko‘krak nishoni bilan taqdirlagan.
utt_8955 | Samarqand davlat universitetining fizika fakultetida tahsil olgan. | samarqand davlat universitetining fizika fakultetida tahsil olgan.
utt_8956 | U millat, xalq baxtli yashasagina tin olishini minbarlarda bot-bot ta’kidlaydi. | u millat, xalq baxtli yashasagina tin olishini minbarlarda bot-bot taʻkidlaydi.
utt_8957 | Bir jihati diqqatga sazovor nayza tishli akula ham tuzli, ham chuchuk suvda ov qiladi. | bir jihati diqqatga sazovor nayza tishli akula ham tuzli, ham chuchuk suvda ov qiladi.
utt_8958 | httpstwitter. comnieuwsblogstatus850373512346914816 Suratda yashil kurtka va kapyushonli kulrang kofta kiygan erkak aks etgan. | httpstwitter. comnieuwsblogstatussakkiz yuz ellik 10^15 uch yuz yetmish uch 10^12 besh yuz oʻn ikki milliard uch yuz qirq olti million toʻqqiz yuz oʻn toʻrt ming sakkiz yuz oʻn olti suratda yashil kurtka va kapyushonli kulrang kofta kiygan erkak aks etgan.
utt_8959 | Biroq majburan baxtli bo‘lish qiyin va jamiyatning bosimiga qaramay, Dharmendra o‘z oilasini tashlab, butun hayotini o‘zgartirishga qaror qilgan. | biroq majburan baxtli bo‘lish qiyin va jamiyatning bosimiga qaramay, dharmendra o‘z oilasini tashlab, butun hayotini o‘zgartirishga qaror qilgan.
utt_8960 | Navro‘ztepaliklar esa ko‘p yillik ichimlik suvi muammosi ijobiy hal qilinganidan xursand. | navro‘ztepaliklar esa ko‘p yillik ichimlik suvi muammosi ijobiy hal qilinganidan xursand.
utt_8961 | - Dabdabali to‘ylar yoshlarning baxtli hayotini kafolatlamaydi, - deydi Ra’noxon Abduqodirova. | - dabdabali to‘ylar yoshlarning baxtli hayotini kafolatlamaydi, - deydi raʻnoxon abduqodirova.
utt_8962 | o‘n sakkiz. o‘n bir. ikki ming o‘n olti - bundan buyon mening hayotimdagi eng baxtli kun. | o‘n sakkiz. o‘n bir. ikki ming o‘n olti - bundan buyon mening hayotimdagi eng baxtli kun.
utt_8963 | Hamkorlik doirasida bu yerda maxsus o‘quv fakultetini tashkil etishni ham mo‘ljallamoqdamiz. | hamkorlik doirasida bu yerda maxsus o‘quv fakultetini tashkil etishni ham mo‘ljallamoqdamiz.
utt_8964 | Bunday o‘yinda hisobni tenglashtirib, durangga erishganingdan xursand bo‘lasan”, - dedi Garet Berri. | bunday o‘yinda hisobni tenglashtirib, durangga erishganingdan xursand bo‘lasan, - dedi garet berri.
utt_8965 | Holbuki, texnika kultivatsiya ishlarini bajarishi uchun o‘ttiz-o‘ttiz besh sm chuqurlikka botishi kerak. | holbuki, texnika kultivatsiya ishlarini bajarishi uchun o‘ttiz-o‘ttiz besh sm chuqurlikka botishi kerak.
utt_8966 | Tuberkulyoz tayoqchasi oftobda ikki soatda o‘ladi. | tuberkulyoz tayoqchasi oftobda ikki soatda o‘ladi.
utt_8967 | Somali poytaxti Mogadishoda minalashtirilgan avtomobil portlashi oqibatida kamida o‘n kishi halok bo‘ldi. | somali poytaxti mogadishoda minalashtirilgan avtomobil portlashi oqibatida kamida o‘n kishi halok bo‘ldi.
utt_8968 | Odamlar g‘alabadan, tinchlik boshlanganidan xursand. | odamlar g‘alabadan, tinchlik boshlanganidan xursand.
utt_8969 | Turmush o‘rtog‘im meni juda ko‘p rashk qilganlar, bilmadim juda chiroyli bo‘lgan bo‘lsam kerak kuladi. | turmush o‘rtog‘im meni juda ko‘p rashk qilganlar, bilmadim juda chiroyli bo‘lgan bo‘lsam kerak kuladi.
utt_8970 | Avstraliyalik baliqchi Menning daryosida uch metr keluvchi homilador buqa-akulani Carcharhinus leucas ushladi. | avstraliyalik baliqchi menning daryosida uch metr keluvchi homilador buqa-akulani carcharhinus leucas ushladi.
utt_8971 | Shundan so‘ng Realning fanatlar tribunasida o‘tirgan bir qancha muxlislar uning golini xursandchilik bilan nishonlashgandi. | shundan so‘ng realning fanatlar tribunasida o‘tirgan bir qancha muxlislar uning golini xursandchilik bilan nishonlashgandi.
utt_8972 | Ayol farishta kabi yuqoriga, osmonga uchmoqchi, erkak esa, uning qo‘llaridan ushlab kulib turibdi. | ayol farishta kabi yuqoriga, osmonga uchmoqchi, erkak esa, uning qo‘llaridan ushlab kulib turibdi.
utt_8973 | Ayrim ekspertlar bu tizimning ijobiy tomonlari ko‘pligini hisobga olib, uni butkul yo‘q qilishdan ko‘ra uni isloh qilishni taklif qilishmoqda. | ayrim ekspertlar bu tizimning ijobiy tomonlari ko‘pligini hisobga olib, uni butkul yo‘q qilishdan ko‘ra uni isloh qilishni taklif qilishmoqda.
utt_8974 | Xatlarga ko‘ra, Kulibayevning Yevrosiyo quvur konsorsiumi aksiyadorligiga nomzodi qozog‘istonlik tadbirkor Murat Balapanov edi. | xatlarga ko‘ra, kulibayevning yevrosiyo quvur konsorsiumi aksiyadorligiga nomzodi qozog‘istonlik tadbirkor murat balapanov edi.
utt_8975 | Usti och yoki to‘q kul rang, sarg‘ish yoki jigarrang tusli. | usti och yoki to‘q kul rang, sarg‘ish yoki jigarrang tusli.
utt_8976 | Odamlarning quvonchi, ertasiga ishonchi oilasidagi hayot tarzi, turmush darajasiga bogʻliq, dedi Prezidentimiz. | odamlarning quvonchi, ertasiga ishonchi oilasidagi hayot tarzi, turmush darajasiga bogʻliq, dedi prezidentimiz.
utt_8977 | Odessada shunday deyishadi mening shippaklarimni kuldirmang. | odessada shunday deyishadi mening shippaklarimni kuldirmang.
utt_8978 | ikki ming o'n sakkizinchi yilda tug‘ilgan qiz ham baxtli tasodif tufayli omon qolgan. | ikki ming oʻn sakkizinchi yilda tug‘ilgan qiz ham baxtli tasodif tufayli omon qolgan.
utt_8979 | Sen esa britaniyaliksan Uaylder va Joshuaning jangi ulardan birini butkul chempionga aylantirish bilan birga, ishtirokchilarga o‘nlab million dollar daromad ham keltiradi. | sen esa britaniyaliksan uaylder va joshuaning jangi ulardan birini butkul chempionga aylantirish bilan birga, ishtirokchilarga o‘nlab million dollar daromad ham keltiradi.
utt_8980 | Bu haqda Qozog‘iston IIV favqulodda vaziyatlar vazirligi qo‘mitasi rasmiy vakili Ruslan Imankulov ma’lum qildi, deya xabar beradi “Interfaks”. | bu haqda qozog‘iston iiv favqulodda vaziyatlar vazirligi qo‘mitasi rasmiy vakili ruslan imankulov maʻlum qildi, deya xabar beradi “interfaks”.
utt_8981 | View this post on Instagram “Bravo” kulgi jamosi a’zosi Shahlo Zoirova folloverlari uchun qiziqarli video tayyorladi. | view this post on instagram “bravo” kulgi jamosi aʻzosi shahlo zoirova folloverlari uchun qiziqarli video tayyorladi.
utt_8982 | Somali poytaxti Mogadishoda ro‘y bergan ikki portlash oqibatida sakson besh kishi halok bo‘ldi, bir yuz kishi jarohatlandi. | somali poytaxti mogadishoda ro‘y bergan ikki portlash oqibatida sakson besh kishi halok bo‘ldi, bir yuz kishi jarohatlandi.
utt_8983 | Bo‘lib o‘tgan mojarodan keyin ayolni avvaliga ishdan chetlatishdi, keyinroq esa butkul bo‘shatishdi. | bo‘lib o‘tgan mojarodan keyin ayolni avvaliga ishdan chetlatishdi, keyinroq esa butkul bo‘shatishdi.
